timestamp,senderNodeId,receiverNodeId,packetSize,interArrivalTime,packetType,isSenderAttacker,label
16.0004,0,2,512,0.1,ATTACK,1,ATTACK
16.1,0,0,512,0.1,ATTACK,1,ATTACK
16.1004,0,1,512,0.1,ATTACK,1,ATTACK
16.1004,0,2,512,0.1,ATTACK,1,ATTACK
16.2,0,0,512,0.1,ATTACK,1,ATTACK
16.2004,0,1,512,0.1,ATTACK,1,ATTACK
16.2004,0,2,512,0.1,ATTACK,1,ATTACK
16.3,0,0,512,0.1,ATTACK,1,ATTACK
16.3004,0,1,512,0.1,ATTACK,1,ATTACK
16.3004,0,2,512,0.1,ATTACK,1,ATTACK
16.4,0,0,512,0.1,ATTACK,1,ATTACK
16.4004,0,1,512,0.1,ATTACK,1,ATTACK
16.4004,0,2,512,0.1,ATTACK,1,ATTACK
16.5,0,0,512,0.1,ATTACK,1,ATTACK
16.5004,0,1,512,0.1,ATTACK,1,ATTACK
16.5004,0,2,512,0.1,ATTACK,1,ATTACK
16.6,0,0,512,0.1,ATTACK,1,ATTACK
16.6004,0,1,512,0.1,ATTACK,1,ATTACK
16.6004,0,2,512,0.1,ATTACK,1,ATTACK
16.7,0,0,512,0.1,ATTACK,1,ATTACK
16.7004,0,1,512,0.1,ATTACK,1,ATTACK
16.7004,0,2,512,0.1,ATTACK,1,ATTACK
16.8,0,0,512,0.1,ATTACK,1,ATTACK
16.8004,0,1,512,0.1,ATTACK,1,ATTACK
16.8004,0,2,512,0.1,ATTACK,1,ATTACK
16.9,0,0,512,0.1,ATTACK,1,ATTACK
16.9004,0,1,512,0.1,ATTACK,1,ATTACK
16.9004,0,2,512,0.1,ATTACK,1,ATTACK
17,0,0,512,0.1,ATTACK,1,ATTACK
17.0004,0,1,512,0.1,ATTACK,1,ATTACK
17.0004,0,2,512,0.1,ATTACK,1,ATTACK
17.1,0,0,512,0.1,ATTACK,1,ATTACK
17.1004,0,1,512,0.1,ATTACK,1,ATTACK
17.1004,0,2,512,0.1,ATTACK,1,ATTACK
17.2,0,0,512,0.1,ATTACK,1,ATTACK
17.2004,0,1,512,0.1,ATTACK,1,ATTACK
17.2004,0,2,512,0.1,ATTACK,1,ATTACK
17.3,0,0,512,0.1,ATTACK,1,ATTACK
17.3004,0,1,512,0.1,ATTACK,1,ATTACK
17.3004,0,2,512,0.1,ATTACK,1,ATTACK
17.4,0,0,512,0.1,ATTACK,1,ATTACK
17.4004,0,1,512,0.1,ATTACK,1,ATTACK
17.4004,0,2,512,0.1,ATTACK,1,ATTACK
17.5,0,0,512,0.1,ATTACK,1,ATTACK
17.5004,0,1,512,0.1,ATTACK,1,ATTACK
17.5004,0,2,512,0.1,ATTACK,1,ATTACK
17.6,0,0,512,0.1,ATTACK,1,ATTACK
17.6004,0,1,512,0.1,ATTACK,1,ATTACK
17.6004,0,2,512,0.1,ATTACK,1,ATTACK
